id,question,opa,opb,opc,opd,cop,choice_type,exp,subject_name,topic_name
e605345e-4470-4db4-8cd1-b000dea608ce,A patient of schizophrenia treated for 5 years developed perioral movements. Likely diagnosis is -,Tardive dyskinesia,Muscular dystonia,Akathas i a,Malignant neurolept syndrome,0,single,"Perioral movement after antipsychotic therapy occurs in two syndromes:-


Tardive dyskinesia → Facial muscles (perioral muscles) show involuntary movement.
Rabbit syndrome → Perioral tremor.


Perioral muscles are also involved in acute dystonia, but there is a spasm of muscles (not movement) and it occurs within a week after initiation of the drug.",Psychiatry,
8a77376c-51e4-4c2e-946f-720572390f1f,Drug of choice as antidiabetic in obese patient:,Glipizide,Insulin,Tolbutamide,Metformin,3,single,Ans. D. MetforminMetformin is the first line treatment in case obese diabetic patient as it is known to cause weight loss. It doesn't cause the release of insulin and thus less chances of hypoglycemia.,Pharmacology,Endocrinology
b316bc28-f75e-41db-9f24-ea31da08017d,A patient presents with nephrotic syndrome and hypoalbuminemia. Protein binding of which drug is not affected -,Tolbutamide,Morphine,Diazepam,Valproate,1,single,"Ans. is 'b' i.e., Morphine in nephrotic syndrome there is no effect on protein binding. o Other three drugs are plasma protein bound drugs.",Pharmacology,
ba361f07-b0a5-4a3f-951e-1e9e3ba0d5ee,Propranolol is C/I in a patient of angina who is already receiving,Nifedipine,Aspirin,Verapamil,Isosorbide mononitrate,2,single,propranolol is a beta blocker and verapamil is a calcium channel blocker both given in combination can cause decrease in hea rate drastically hence contraindicated. Ref: KD Tripathi 8th ed.,Pharmacology,All India exam
dbf70338-5bd9-49ca-aa01-21760322d3c1,An old patient Ram Kishore having asthma and glaucoma is to receive a β blocker. Regarding β blocking drugs:,Metoprolol blocks β2 receptors selectively,Esmolol's pharmacokinetics are compatible with chronic topical use,Nadolol lacks β2 blocking action,Timolol lacks the local anaesthetic effects of propranolol,3,single,,Pharmacology,
2d626d6f-daa8-453a-9568-26080edbb527,A patient developed memory deficit for recent events. Anterograde amnesia is a feature of:,Post-head injury,Stroke,Spinal cord injury,Traumatic paraplegia,0,single,"Patients seen sholy after head injury exhibit a confusional state in which they are unable to incorporate new memories, is known as anterograde, or posttraumatic amnesia. They may behave in an apparently normal automatic fashion.Also know: The retrograde amnesia involves an inability to recall experiences that occurred before the onset of the amnestic state. Ref: Greenberg D.A., Aminoff M.J., Simon R.P. (2012). Chapter 5. Dementia & Amnestic Disorders. In D.A. Greenberg, M.J. Aminoff, R.P. Simon (Eds),Clinical Neurology, 8e.",Psychiatry,
7fe9f604-bd31-4fc2-877c-a36a8d079a20,Antihypertensive which can be used in patients with gout and diabetes mellitus is:,Thiazide,Enalapril,Propranolol,Diazoxide,1,single,,Pharmacology,
d287f396-a658-4a6f-8cb4-97b6a94d948c,A bactericidal drug would be preferred over a bacteriostatic drug in a patient with :,Neutropenia,Cirrhosis,Pneumonia,Heart disease,0,single,"Bactericidal drugs kill the bacteria whereas bacteriostatic drugs only inhibit bacterial growth. Bacteriostatic activity is adequate for the treatment of most infections, the bactericidal activity may be necessary for a cure in patients with altered immune systems like neutropenias, HIV and other immunosuppressive conditions.",Pharmacology,
6487b92e-77b3-4118-a212-0f19bdb35efa,"Benzodiazepine overdose in a patient presenting with coma, is treated by: March 2010",Protamine,Flumazenil,Coumarin,Midazolam,1,single,"Ans. B: Flumazenil Decontamination - Gastric lavage is not recommended but may be considered if the presence of a lethal co-ingestant is suspected and the patient presents within 1 hour of ingestion. - Single-dose activated charcoal is recommended for GI decontamination in patients with protected airway who present within 4 hours of ingestion. Respiratory depression may be treated with assisted ventilation. Flumazenil - Flumazenil is a competitive BZD receptor antagonist and should be used cautiously because it has potential to precipitate BZD withdrawal in chronic users, resulting in seizures. - Flumazenil administration is contraindicated in mixed overdoses (e.g., TCAs) because BZD reversal can precipitate seizures and cardiac arrhythmias. - Ideal indication for flumazenil use is isolated BZD overdose, paicularly if overdose is iatrogenic in nature.",Psychiatry,
14c97cfd-efa3-459e-88f6-fb04118ec3fb,Monoclonal antibody against Nerve growth factor approved for chronic pain in patients with osteoahritis and chronic low back pain is:,Denosumab,Tanezumab,Alirocumab,Romosozumab,1,single,"Tanezumab: Nerve growth factor (NGF) was first identified as a substance that is essential for the development of nociceptive primary neurons and later found to have a role in inflammatory hyperalgesia in adults. Tanezumab is an investigational humanized monoclonal antibody, binds to and inhibiting NGF for the treatment of chronic pain in patients with osteoahritis and chronic low back pain. NGF levels increase in inflammation or in chronic pain states. By inhibiting NGF, tanezumab may help to keep pain signals produced by muscles, skin and organs from reaching the spinal cord and brain. Denosumab - used in treatment of Osteoporosis. Alirocumab- Monoclonal antibody that target PCSK9. Used for lowering of LDL cholesterol. Romosozumab- monoclonal antibody against sclerostin. Used for treatment of post menopausal osteoporosis.",Pharmacology,"Histamine, 5-HT and PGs"
de0a446f-e84c-4baf-8ab3-f600c2fd0adc,Beta–adrenoceptor blocking agent that should be avoided in patients with renal failure is:,Atenolol,Metoprolol,Propranolol,Esmolol,0,single,,Pharmacology,
e2296452-0c0f-4cb4-af31-f3814c408add,Digoxin can accumulate to toxic level in patient with,Renal insufficiency,Chronic hepatitis,Advanced cirrhosis,Chronic pancreatitis,0,single,"Refer kDT 7/e 497 Digoxin incompletely distributes across the placental barrier. Most of the digoxin is eliminated unchanged by the kidneys. ... Renal failure also decreases the clearance of digoxin, and may cause accumulation to toxic levels if dosage is not adapted thoroughly.",Pharmacology,Cardiovascular system
3c0afc14-51d9-4b53-abd4-4ebc84af13ea,Potassium supplementation often is necessary for patients taking which drug?,Spironolactone,Triamterene,Furosemide,Amiloride,2,single,"Spironolactone is a competitive antagonist of aldosterone and therefore, may cause hyperkalemia if administered concomitantly with potassium supplements. Likewise, the potassium-sparing diuretics triamterene and amiloride cause potassium retention. Furosemide promotes renal potassium excretion and often requires concomitant supplemental potassium administration. Ref: Reilly R.F., Jackson E.K. (2011). Chapter 25. Regulation of Renal Function and Vascular Volume. In L.L. Brunton, B.A. Chabner, B.C. Knollmann (Eds),Goodman & Gilman's The Pharmacological Basis of Therapeutics, 12e.",Pharmacology,
ec87e5d6-4ba0-4d47-b234-c2be21c686c9,Beta-adrenoceptor blocking agent that should be avoided in patients with renal failure is:,Atenolol,Metoprolol,Propranolol,Esmolol,0,single,"(Ref: Katzung, 14th ed. pg. 179; KDT 6th ed. pg. 140 table 10.2)Lipid insoluble b blockers: These agents are mainly excreted by kidney and are therefore contraindicated in renal failure. These have long duration of action. The drugs are:Nadolol (longest acting b blockers)SotalolAtenololAcebutololBetaxololBisoprololCelioprolol",Pharmacology,A.N.S.
f73241fa-afba-4c8a-9323-22a9f75b867a,Cephalosporin that does not require dose reduction in patient with any degree of renal impairment is?,Cefuroxime,Cefoperazone,Ceftazidime,Cefotaxime,1,single,"Ceftriaxone and cefoperazone are excreted mainly in the bile, therefore do not require dose reduction in any grade of renal failure.",Pharmacology,
bc253e44-d165-4fc5-a862-b5c66dc2b750,"In a patient with concomitant diabetes, anti hypeensive agent of choice is: September 2005",Calcium channel blocker,Beta adrenergic blocker,ACE inhibitor,Plasma kinins,2,single,"Ans. C: ACE Inhibitor ACE inhibitors are paicularly suitable for diabetic hypeensives in whom they reduce cardiovascular complications more than any other drugs, probably by improving endothelial function. Prolonged ACE inhibitor therapy has been found to prevent or delay end-stage renal disease in type-I as well as type-II diabetics.",Pharmacology,
0fe97335-b881-45f0-9e1b-82ff881e446c,"In a patient with nephrotic syndrome and hypoalbuminemia, protein binding of which drug will not be affected:",Tolbutamide,Morphine,Diazepam,Valproate,1,single,"- In the given options, only Morphine has less plasma protein binding (35%), whereas all others are highly plasma protein bound (>90%).
- In nephrotic syndrome, there will be protein loss resulting in hypoalbuminemia. So less plasma proteins.",Pharmacology,
2c862625-d67b-497b-a114-e4e34eb4e905,Beta-adrenoceptor blocking agent that should be avoided in patients with renal failure is ?,Atenolol,Metoprolol,Propranolol,Esmolol,0,single,"Ans. is 'a' i.e., Atenolol",Pharmacology,
b822ecc0-529e-4a88-8dc4-2eee794214a2,A patient on aspirin will have increase in :,Bleeding time,Clotting time,Prothrombin time,Activated partial thromboplastin time:,0,single,"Antiplatelet drugs (like aspirin and clopidogrel) prolong the bleeding time.
AnticoaguIant drugs prolong the clotting time.
Drugs interfering with Intrinsic pathway (like heparin) prolong the aPTT
Drugs Interfering with extrinsic pathway (like warfarin) prolong the PT
Thrombin time is prolonged in cases of afibrinogenemia and dysfibrinogenemia.",Pharmacology,
da1cfe22-fbb2-4b92-816e-eb8c44833e09,A patient with grandmal epilepsy would likely be under treatment with:,Meprobamate,Pentobarbital,Trimethadione,Phenytoin,3,single,,Pharmacology,
4143a55f-2f8e-48b2-908b-e23ee2977c02,Propranolol is contraindicated in a patient of angina pectoris who is already receiving:,Nifedipine,Aspirin,Verapamil,Isosorbide mononitrate,2,single,,Pharmacology,
9026d21f-c11e-408e-b96f-ea43f5015a71,Why should one avoid combination of Ranitidine and Sucralfate in a patient of Peptic Ulcer Disease?,Sucralfate decreases the efficacy of Ranitidine,Sucralfate becomes ineffective in presence of Ranitidine,Combination of these 2 drugs causes Agranulocytosis,This combination has no added benefit,1,single,"The Acidic nature of the stomach is necessary for the action of Sucralfate as Sucralfate polymerizes at a pH<4 (acidic).The sticky gel-like consistency of it is due to crosslink formation within the molecule at acidic pH. Simultaneous use of H2 receptor blocker results in decrease acid production in the stomach, leading to increase in pH of the stomach which would prevent polymerization of Sucralfate in stomach, causing Failure of treatment . Sucralfate also binds bile salts; thus, some clinicians use Sucralfate to treat individuals with the syndromes of Biliary esophagitis or Gastritis (the existence of which is controversial).",Pharmacology,Drugs for Peptic Ulcer
d8660273-41ac-4a8f-9f6d-e0781128ea33,"Nitrous oxide is contraindicated in patients with pneumothorax, pneumopericardium or intestinal obstruction, because it:",Depresses an already compromised myocardium,Permits the use of limited FIO2 only,Is less soluble than nitrogen,Causes the expansion of air filled body cavities,3,single,"Ans. (D) Causes the expansion of air filled body cavities(Ref: Goodman and Gilman 12/e p547)N2 O use is contraindicated in pneumothorax and volvulus because it may lead to development of high pressure in the closed cavities in the body (like obstructed loop of bowel, intraocular air bubble, a pulmonary bulla, pneumothorax, obstructed middle ear, air embolus, intracranial air and pneumoperitoneum).",Pharmacology,Anaesthesia
82d4abc0-c9d8-41d8-9560-4cbd8253d292,"A psychiatric patient taking medication develops a tremor, thyroid enlargement and leucocytosis. Drug implicated is:",Clomipramine,Haloperidol,Lithium,Olanzapine,2,single,,Pharmacology,
c78e2d11-702c-4dcd-961f-6cb20970907d,"Nitrous oxide is contraindicated in patients with pneumothorax, pneumopericardium or intestinal obstruction because it :",Depresses an already compromised myocardium,Permits the use of limited FIO2 only,Is less soluble than nitrogen,Causes the expansion of air filled body cavities,3,single,"N2O use is contraindicated in pneumothorax and volvulus because it may lead to the development of high pressure in the closed cavities in the body (like an obstructed loop of bowel, intraocular air bubble, a pulmonary bulla, pneumothorax, ob­structed middle ear, air embolus, intracranial air and pneumoperitoneum).",Pharmacology,
3046e951-571c-42c9-b55b-0029cfdd4df8,Drug of choice for controlling severe pain in cancer patients is:,Morphine,Diclofenac,Ibuprofen,Codiene,0,single,Morphine is a potent analgesic and relieves pain without loss of consciousness. Dull aching visceral pain is relieved better than sharp aching pain. Ref KD Tripathi 8th ed.,Pharmacology,Central Nervous system
f51e0b9d-0c47-4182-9bd9-295bd1e048de,A patient presents with nephrotic syndrome and hypoalbuminemia. Protein binding of which drug is not affected:,Tolbutamide,Morphine,Diazepam,Valproate,1,single,"Ans. is 'b' Morphine Nephrotic syndrome leads to loss of proteins so the drugs which are highly bound to protein will be affectednow, have a look at the protein binding of the drugs given in the optionsTolbutamide - 90% (page 277, K.D.T, 4/e)Morphine -30%(p435, K.D.T., 4/e)Diazepam -99% (p-435, K.D. T, 4/e)Valproate -90% (p 388, K.D. T, 4/e)So the drug which is least bound to protein i.e. morphine will be least affected.",Pharmacology,Pharmacokinetics
3714182f-ae89-4163-a3da-8c90c45bb6bb,"Alcoholic patient feels like insects running over him, it is known as-",Formication,Delusion,Dementia,Delirium,0,single,"Ans. is 'a' i.e., Formication Tactile hallucination/hantic hallucination (Hallucinations of touch)o Cutaneous perception may very vague tingling or sensations of temperature of perceptions experienced as being held, hit or caressed.o Tactile hallucinations are seen in schizophrenia.o A special type of tactile hallucination, i.e., formication, where there is perception of insect carwling under the skin, is characterstic of cocaine poisonning and may also occur in alcohol withdrawal",Psychiatry,Alcohol-Related Disorders
58f7e9f2-4258-4f09-97b8-564d9420f0ae,A patient is always preoccupied with feeling of illness. Diagnosis is:Kerala 06; NIMHANS 08; UP 08; Punjab 11,Hypochondriasis,Somatization disorder,Conversion disorder,Obsession,0,single,Ans. Hypochondriasis,Psychiatry,
e56396fe-e273-4c05-b4d3-4dbe77d30da9,A patient on alcohol dependence was given a drug & to avoid alcohol as drug interaction would lead to adverse drug reaction ?,Disulfiram,Acamprosate,Naloxone,Nalterxone,0,single,"Ans. is 'a' i.e., Disulfiram The most commonly used aversive drug for alcohol abuse is disulfiram. Normally alcohol is metabolized by oxidation in liver. Alcohol Aldehyde Ethyl alcohol - Acetaldehyde - Acetate - CO2 + H2O dehydrogenase dehydrogenase Disulfiram inhibits the enzyme aldehyde dehydrogenase When alcohol is ingested after taking disulfiram, the concentration of acetaldehyde in tissues and blood rises and a number of highly distressing symptoms (aldehyde syndrome) are produced -4 Flushing, burning sensation, throbbing headache, perspiration, uneasiness, tightness in chest, dizziness, vomiting, visual disturbances, mental confusion, postural fainting and circulatory collapse. Inhibition of aldehyde dehydrogenase with disulfiram is irreversible, synthesis of fresh enzyme is required for return of activity.",Psychiatry,
28c5d0fb-4708-44bf-8b30-c56855ce8aa2,A young patient with Schizophrenia is intolerant to antipsychotic medications. Which drug is most preferred?,Clozapine,Olanzapine,Risperidone,Haloperidol,0,single,"In patients who are intolerant to the extrapyramidal side effects due to Anti-psychotics, Clozapine is the preferred antipsychotics as it has minimal extrapyramidal side effects. -Overall, the antipsychotic associated with minimum EPS: Clozapine -Amongst typical antipsychotics, thioridazine has minimum EPS.",Psychiatry,Schizophrenia Spectrum and Other Psychotic Disorders
a295892f-1ddf-46ee-81b7-a592448e9e87,Which defense mechanism seen in patients with Hysteria?,Displacement,Sublimation,Dissociation,Reaction formation,2,single,"Ans. C. DissociationIn Hysteria pt is not behaving intentionally rather he get dissociated from stressor by developing some motor/sensory complain like pseudoseizure, paralysis blindness etc. subconsciously.",Psychiatry,Cognitive Development
1e851012-7c41-4e02-9b5c-b4f2899075fd,Dose of fosfomycin in a 40 years patient who is weighing 60 kg:-,6 g single dose,6 mg/kg single dose,3 g single dose,3 mg/kg single dose,2,single,"Fosfomycin is used for uncomplicated cystitis. The single dose of 3g is given. It is given for wide spectrum including Staphylococcus aureus, VRE, Gram negative bacteria including Pseudomonas and ESBL producing strains.",Pharmacology,Cell Wall Synthesis Inhibitors
d561b2e9-f280-4b2f-9f09-3ea989193a6b,Patients with generalized anxiety disorder have?,Delusion,Night mares,Obsession,Worries,3,single,Constant worrying about tril things is impoant feature in patients with GAD. Diagnosing Generalized Anxiety Disorder: More than 3 months of the following characteristic symptoms are necessary for diagnosis of GAD. Free floating anxiety Inability to relax Motor tension and restlessness,Psychiatry,"Neurotic, Stress Related and Somatoform Disorders"
bfa66cb5-2334-470e-a5d8-fd0412d24c94,Muscle relaxant of choice in a patient with serum bilirubin of 6 mg/dl and serum creatinine of 4.5 mg/dl is:,Vecuronium,Atracurium,Pancuronium,Mivacurium,1,single,"Ans. (B) Atracurium(Ref: KDT 8th/e p380)Atracurium is eliminated by Hoffman's elimination. It means it neither require liver for metabolism, nor kidney for excretion. Its molecules spontaneously rearrange to make it inactive. Thus it is safest muscle relaxant in a patient with liver and kidney disease.",Pharmacology,Anaesthesia
aa64cc79-3c76-40e3-b970-2b518681976d,Treatment of choice in a patient big acute pulmonary embolism with right ventricular hypokinesia and a compromised cardiac output but normal blood pressure is,Thrombolytic agent,Low molecular weight heparin,IV filters,Warfarin,0,single,Ref KDT 6 /e p606 Anticoagulants are the most mainstay for the treatment of pulmonary embolism Thrombolytic therapy is indicated bin massive pulmonary embolism with hemodymica instability and in hemodymically stable patients but with compromised right ventricular function,Pharmacology,Hematology
8349f7ec-1974-4f1d-b410-69d3e0aab718,Number of patients in Phase II clinical trial:,10-100,200-400,1000-2000,2000-4000,1,single,"(Ref: Goodman & Gillman 13th ed. P 6)Clinical Trials and its characteristicsPhase I first in humanPhase II first in patientPhase III multisite trialPhase IV post marketing surveillance10-100 participants50-500 participantsA few hundred to a few thousand participantsMany thousands of participantsUsually healthy volunteers; occasionally patients with advanced or rare diseasePatient-subjects receiving experimental drugPatient-subjects receiving experimental drugPatients in treatment with approved drugOpen labelRandomized and controlled (can be placebo controlled); may be blindedRandomized and controlled (can be placebo controlled) or uncontrolled; may be blindedOpen labelSafety and tolerabilityEfficacy and dose rangingConfirm efficacy in larger populationAdverse events, compliance, drug-drug interactions1-2 years2-3 years3-5 yearsNo fixed durationUS $10 millionUS $20 millionUS $50-100 million-Success rate: 50%Success rate: 30%Success rate: 25%-50%-Maximum drug failure occur in this phase: Phase IIMost important phase of clinical trial: Phase IIIA new drug is launched in market after phase IIIPhase 0 trial is microdosing study, done on normal healthy volunteers. To study the PK/PD of drug by radio labelling and administering.Phase 5 clinical trial is Pharamcoepidemiology.Phase 0 and 1 done on normal healthy volunteers.",Pharmacology,General Pharmacology
29902d4b-0e52-4ed4-ac93-887c558c5d2f,Latest drug used for treatment of MDR TB patients is ?,Bedaquiline,Amithiozone,Capreomycin,Linezolid,0,single,"Ans. is'a'i.e., Bedaquiline (Ref: Principles and practice of infectious diseases by lohn E. Bennet, p. 4741Bedaquiline:It is a diaryl quinolone.It acts by inhibiting M. tuberculosis adenosine triphosphate synthase.FDA has approved bedaquiline for the management of drug resistant tuberculosis with a black box warning, relating to possible cardiac toxicity and sudden death.",Pharmacology,
af2ebb36-8b01-4e29-abd2-cea41be853fb,Digoxin can accumulate to toxic levels in patients with ?,Renal insufficiency,Chronic hepatitis,Advanced cirrhosis,Chronic pancreatitis,0,single,,Pharmacology,
d84adc88-3216-4eeb-ab2b-973cd885ea7b,Prevalence of schizophrenia in dizygotic twins of schizophrenic patient is,40%,1%,12%,0.10%,2,single,"Usual prevalence in general population is 0.5 to 1% and 40% in child with both parents being schizophrenic. Among dizygotic twins, it is 12% if a parent is schizophrenic Ref: Essentials of postgraduate psychiatry By JN Vyas 1st ed Pg 386",Psychiatry,Schizophrenia and other psychotic disorders
074c1529-7af6-4a2e-b0b8-a0e8dc5baca1,Entacapone may be useful in patients being treated with levodopa-carbidopa combination because it :,Activates COMT,Decreases formation of 3–OMD,Inhibits monoamine oxidase type B,Inhibits dopamine uptake,1,single,"Levodopa is converted to dopamine by dopa decarboxylase (that cannot cross the blood-brain barrier).
Carbidopa is an inhibitor of dopa decarboxylase in the periphery. It therefore increases the amount of l-dopa that reaches the brain (due to inhibition of peripheral metabolism to dopamine).
Due to inhibition of l-dopa metabolism (by dopa decarboxylase), an alternative pathway of metabolism by catechol-O-methyl transferase (COMT) is activated.
COMT metabolizes l-dopa to 3-O-methyldopa (3-OMD) that can complete with l-dopa for entry in the brain.
Entacapone and tolcapone is useful in Parkinsonism by inhibiting COMT.",Pharmacology,
c1800c79-52fd-49f9-ab29-50e2130dd42a,A patient of acute myocardial infarction being treated in intensive care unit developed left ventricular failure with raised central venous pressure. Doctor on duty decided to use nitroglycerine. Which route of administration would be most suitable?,Sublingual,Oral,Intravenous bolus injection,Slow intravenous infusion,3,single,"Nitrates can be used in acute LVF by slow i.v. infusion -- affords rapid relief in acute LVF, paicularly that due to myocardial ischaemia/infarction. It is indicated when the central venous pressure (CVP) is raised and in dilated cardiomyopathy. Vasodilators were first used I.V. to treat acute hea failure that occurs in advanced cases or following MI. Nitrates decreases Preload > After load.",Pharmacology,"CHF, Angina Pectoris and Myocardial Infarction"
73d0db0b-eb6d-4353-b7f6-aa1e82e50f9c,"A patient present to emergency with pinpoint pupil, salivation, lacrimation, tremors and red tears. Plasma cholinesterase level was 30% of normal . Most probable diagnosis is",Organophosphate poisoning,Datura poisoning,Opioid poisoning,Pontine haemorrhage,0,single,"Refer katzung 12e p110 These are characteristic feature of anticholinesterase(organophosphorous and carbamates) poisoning features of organophosphate poisoning muscarinic symptoms: pinpoint pupil, salivation, lacrimation ,urination,defecation,gastrointestinal distress, vomiting, bronchospasm, bradycardia nicotinic symptoms: fasciculations and fibrillation of muscle, tachycardia and tachypnea CNS symptoms :Tremors, giddiness, ataxia and coma red tears: due to accumulation ofporphyrin in the lacrimal glands",Pharmacology,Autonomic nervous system
57c0a43e-4e29-4f11-bc0e-0f3d2946d12a,Drugs used in neutropenic patients should be:(1994),Bactericidal,Bacteriostatic,Highly potent,Be given by IV route,0,single,"aRef: KDT, 5th ed, p. 683 & 4th ed, p. 735",Pharmacology,Anti Microbial
cf08234f-8771-4010-a856-c6c316d2e09b,Antihypertensive drug of choice in a diabetic patient is:,Methyldopa,Beta blocker,ACE inhibitor,Thiazides,2,single,,Pharmacology,
6b218e0b-1f80-4966-aefa-efb762310ffd,Patient on Verapamil should not be given beta blocker to prevent:,Conduction block,Bronchospasm,Neurogenic shock,Anaphylaxis,0,single,"Adverse effects of CCBs - Nausea, constipation and bradycardia are more common with Verapamil.

 Verapamil can accentuate conduction defect-should be avoided in 2nd & 3rd degree block, in sick sinus syndrome and along with beta-blocker.
 Most common side effects of DHPs are palpitation, flushing, hypotension, headache, ankle edema, drowsiness and nausea.
 Nifedipine can paradoxically increase the frequency of angina in some patients.
 Nifedipine can cause voiding difficulty in elderly (relaxant effect on the bladder) and glucose intolerance (decreases insulin release).",Pharmacology,
076363df-043e-430e-a3d2-f7ddad0f8537,A patient of acute myocardial infarction being treated in intensive care unit developed left ventricular failure with raised central venous pressure. It was decided to use nitroglycerine. Which route of administration would be most suitable ?,Sublingual,Oral,Intravenous bolus injection,Slow intravenous infusion,3,single,,Pharmacology,
6aac37dd-643b-4ce3-a28c-b881dcd8de8e,Tachycardia due to nitrates in a patient with angina pectoris is blocked by-,Digoxin,Dobutamine,Beta blocker,Calcium channel blocker,2,single,"Ans. is 'c' i.e., Beta blocker o Use of beta blocker and long acting nitrate combination is rational in classical angina because:Tachycardia due to nitrate is blocked by beta blockerThe tendency of beta blocker to cause ventricular dilatation is countered by nitrateThe tendency of beta blocker to reduce the total coronary flow is opposed by nitrate",Pharmacology,Anti-Anginal
0e6d613c-d515-468e-859c-922469b28225,A patient on Aspirin will have increasing in,Bleeding time,Clotting time,Prothrombin time,Activated paial thromboplastin time,0,single,Antiplatelet drugs like asprin and clopidogrel prolong the bleeding time Anticoagulant drugs prolong the clotting time Drugs interfering with extrinsic pathway like Warfare in prolonged the PT Drugs interfering with intrinsic pathway like heparin prolong the aPTT. Thrombin time is prolonged in cases of afibrinoginemia and dysfibrinogenemia. Refer kDT 6/e p609,Pharmacology,Autacoids
e0126dd2-c77e-4963-b85c-96624b3616fa,A patient with gastric ulcer is prescribed misoprostol. It is an analogue of?,PGE1,PGE2,PGF2a,PGI2,0,single,"Misoprostol is a synthetic PGE1 analogue. It inhibits gastric acid secretion and exes mucosal-protective propeies. Misoprostol in combination with mifepristone or methotrexate is highly effective in the termination of the early pregnancy. Must know: PGE2 analogue is dinoprostone, PGF2a analogue is carboprost, and PGI2 analogue is beraprost sodium. Ref: Desk Reference of Clinical Pharmacology, Second Edition By Manuchair S. Ebadi, 2008, Page 447; Goodman and Gillman's, 11th edition, Page 626",Pharmacology,
476cd3e6-9404-4fd6-9621-e0ef97ec1b50,Patient with IQ of 60 has -,Mild mental retardation,Moderate M..R,Severe M.R.,Profound M.R.,0,single,,Psychiatry,
001ac7a3-ea77-4abe-a702-0e738625bfb8,Thiamine dose in patients with delirium tremens is about:,100-200 mg per oral/Parenteral daily,250 mg per oral/Parenteral daily for first 3-5 days,400 mg per oral/Parenteral daily,500 mg per oral/Parenteral daily,1,single,"In patients who are undergoing inpatient detoxification, Parenteral thiamine 250 mg/ day should be given for 5 days followed by oral thiamine. As delirium tremens is complicated alcohol withdrawal that is always treated inpatient, the same dosage should be used. Thiamine is used to prevent development of Wernicke's encephalopathy.",Psychiatry,Substance Related and Addictive Disorders
67ad2261-f56f-4fc3-b282-c58c16b56202,Antidiabetic drug of choice for obese patients,Metformin,Sulfonylureas,Repaglinide,Acarbose,0,single,"Ans. (a) MetforminRef KDT 6th ed. 1267# metformin* Metformin is an antidiabetic drug from biguanides category.* They improve lipid profile, hence considered as DOC for DM in obese patients.* MOA:# increase peripheral utilization of glucose# Inhibit hepatic gluconeogenesis* Metformin never causes hypoglycemia.* Another drug from Biguanides is Phenformin, which is withdrawn, because it causes lactic acidosis.* Sulfonylureas causes a brisk release of insulin from pancreas which stimulate the functional receptors for the intake of glucose.# they can cause hypoglycemia.# Preferred in thin patients with DM* Repaglinide has same MOA as sulfonylureas, but it is short acting.# Used to control sudden rise of glucose after meal.* Acarbose act by inhibiting G.I. absorption of sugar.# s/e: can cause osmotic diarrhea.Also Know* Safest sulfonylureas: Tolbutamide (safer in elderly also)* Remembered as: MOST- Metformin for Obese; Sulfonylureas for Thin.",Pharmacology,Anti Diabetes
79924ff5-e04c-496a-a01d-268db1b7deed,In patient-controlled analgesia morphine is given commonly by,Intravenous,Intramuscular,Subcutaneous,Sublingual,0,single,"Patient-controlled analgesia (PCA) is now in widespread use for the management of breakthrough pain. With PCA, the patient controls a parenteral usually intravenous infusion device by pressing a button to deliver a preprogrammed dose of the desired opioid analgesic. Has better pain control using less opioid. REF: Katzung 13 TH ED. pg: 554",Pharmacology,Central Nervous system
fd3680fd-5297-4c2c-bea8-cf68448293c1,In a warfarin treated patient skin necrosis is found in : a) Protein C deficiency b) Protein S deficiency c) AT III deficiency d) Factor VII deficiency e) Factor X deficiency,bd,ad,ab,ac,2,single,,Pharmacology,
f3dae4a5-90c3-42c8-acda-715a85764419,a patient had pre mature ejaculation and was staed on SSRI with a sho half life,escitalopram,fluoxetine,citalopram,dapoxetine,3,single,"SSRI * IMPOANCE Most widely prescribed antidepressant * MECHANISM Specifically acts on serotonin transpoers and increases serotonin in synapse. DRUGS FLUOXETINE FLUVOXAMINE DAPOXETINE CITALOPRAM ESCITALOPRAM ESCITALOPRAM SERALINE PAROXETINE USE FLUOXETINE=============CHILDHOOD DEPRESSION FLUVOXAMINE===========OCD DAPOXETINE==============PME ESCITALOPRAM===========HEA SAFE, PATHOLOGICAL EMOTIONS PAROXETINE=========SEDATING, PANIC DISORDER IMPULSE CONTROL DISORDERS PME PARAPHILIA SIDE EFFECTS Paradoxical SUICIDE, this is a type of suicide where an antidepressant used to treat depression and decrease suicide increase the chance of suicidal attempt ( IT'S A PARADOX). The explanation that is given is SSRI initially activates the patient and decreases fatigue, thus patients with low mood and suicidal ideas will have more energy to act on the ideas. GIT- thus it should not be given in an empty stomach SD- delays ejaculation. This mechanism is used for its prescription in patients with premature ejaculation ANXIETY INSOMNIA Ref. kaplon and sadock, synopsis of psychiatry, 11 th edition, pg no. 955",Psychiatry,Pharmacotherapy in psychiatry
34a9d96a-6225-4271-b942-0d5ce596de87,Which drug is used for pain control in cancer patients ?,Pethidine,Fentanyl,Methadone,Remifentanil,1,single,,Pharmacology,
a44266f5-0eb4-4dda-9004-e09e809ecd6f,Oral Contraceptive failure occurs in a patient on Rifampicin because of:,Rifampicin induce the metabolism of contraceptive,Rifampicin stimulates gonadotropin release from pituitary,Rifampicin decrease the secretion of progestin,Rifampicin antagonize the action of oral contraceptive,0,single,,Pharmacology,
