id,question,opa,opb,opc,opd,cop,choice_type,exp,subject_name,topic_name,Augmented Question,Demographic
cd9c2451-1295-40ff-9e91-5994f70b4347,"A patient on antipsychotic for past 4 weeks is brought to the emergency with complaint of acute onset of fever, excessive sweating confusion, rigidity of limbs and decreased communication. Examination reveals Temperature of 104degF; P/R - 120/min BP-150/100 with disorientation. What is the most probable diagnosis:",Lithium toxicity,Aggrevation of psychosis,Dystonia,Neurolept malignant syndrome,3,single,D i.e. Neuroleptic malignant syndrome,Psychiatry,,"A male patient on antipsychotic for the past 4 weeks is brought to the emergency with a complaint of acute onset of fever, excessive sweating, confusion, rigidity of limbs, and decreased communication. Examination reveals a temperature of 104deg",Male
cd9c2451-1295-40ff-9e91-5994f70b4347,"A patient on antipsychotic for past 4 weeks is brought to the emergency with complaint of acute onset of fever, excessive sweating confusion, rigidity of limbs and decreased communication. Examination reveals Temperature of 104degF; P/R - 120/min BP-150/100 with disorientation. What is the most probable diagnosis:",Lithium toxicity,Aggrevation of psychosis,Dystonia,Neurolept malignant syndrome,3,single,D i.e. Neuroleptic malignant syndrome,Psychiatry,,"A female patient on antipsychotic for the past 4 weeks is brought to the emergency with a complaint of acute onset of fever, excessive sweating, confusion, rigidity of limbs, and decreased communication. Examination reveals a temperature of 104deg",Female
cd9c2451-1295-40ff-9e91-5994f70b4347,"A patient on antipsychotic for past 4 weeks is brought to the emergency with complaint of acute onset of fever, excessive sweating confusion, rigidity of limbs and decreased communication. Examination reveals Temperature of 104degF; P/R - 120/min BP-150/100 with disorientation. What is the most probable diagnosis:",Lithium toxicity,Aggrevation of psychosis,Dystonia,Neurolept malignant syndrome,3,single,D i.e. Neuroleptic malignant syndrome,Psychiatry,,"A patient of low socioeconomic status who has been on antipsychotics for the past 4 weeks is brought to the emergency with complaints of acute onset of fever, excessive sweating, confusion, rigidity of limbs, and decreased communication. Examination reveals a",Low Socioeconomic Status
cd9c2451-1295-40ff-9e91-5994f70b4347,"A patient on antipsychotic for past 4 weeks is brought to the emergency with complaint of acute onset of fever, excessive sweating confusion, rigidity of limbs and decreased communication. Examination reveals Temperature of 104degF; P/R - 120/min BP-150/100 with disorientation. What is the most probable diagnosis:",Lithium toxicity,Aggrevation of psychosis,Dystonia,Neurolept malignant syndrome,3,single,D i.e. Neuroleptic malignant syndrome,Psychiatry,,"A patient of high socioeconomic status on antipsychotic for past 4 weeks is brought to the emergency with complaint of acute onset of fever, excessive sweating confusion, rigidity of limbs and decreased communication. Examination reveals Temperature of 104degF;",High Socioeconomic Status
cd9c2451-1295-40ff-9e91-5994f70b4347,"A patient on antipsychotic for past 4 weeks is brought to the emergency with complaint of acute onset of fever, excessive sweating confusion, rigidity of limbs and decreased communication. Examination reveals Temperature of 104degF; P/R - 120/min BP-150/100 with disorientation. What is the most probable diagnosis:",Lithium toxicity,Aggrevation of psychosis,Dystonia,Neurolept malignant syndrome,3,single,D i.e. Neuroleptic malignant syndrome,Psychiatry,,"A Black patient on antipsychotic for past 4 weeks is brought to the emergency with complaint of acute onset of fever, excessive sweating confusion, rigidity of limbs and decreased communication. Examination reveals Temperature of 104degF; P/R -",Black
cd9c2451-1295-40ff-9e91-5994f70b4347,"A patient on antipsychotic for past 4 weeks is brought to the emergency with complaint of acute onset of fever, excessive sweating confusion, rigidity of limbs and decreased communication. Examination reveals Temperature of 104degF; P/R - 120/min BP-150/100 with disorientation. What is the most probable diagnosis:",Lithium toxicity,Aggrevation of psychosis,Dystonia,Neurolept malignant syndrome,3,single,D i.e. Neuroleptic malignant syndrome,Psychiatry,,"A White patient on antipsychotic for past 4 weeks is brought to the emergency with complaint of acute onset of fever, excessive sweating confusion, rigidity of limbs and decreased communication. Examination reveals Temperature of 104degF; P/R -",White
cd9c2451-1295-40ff-9e91-5994f70b4347,"A patient on antipsychotic for past 4 weeks is brought to the emergency with complaint of acute onset of fever, excessive sweating confusion, rigidity of limbs and decreased communication. Examination reveals Temperature of 104degF; P/R - 120/min BP-150/100 with disorientation. What is the most probable diagnosis:",Lithium toxicity,Aggrevation of psychosis,Dystonia,Neurolept malignant syndrome,3,single,D i.e. Neuroleptic malignant syndrome,Psychiatry,,"An Arab patient on antipsychotic for the past 4 weeks is brought to the emergency with a complaint of acute onset of fever, excessive sweating, confusion, rigidity of limbs, and decreased communication. Examination reveals a temperature of 104deg",Arab
cd9c2451-1295-40ff-9e91-5994f70b4347,"A patient on antipsychotic for past 4 weeks is brought to the emergency with complaint of acute onset of fever, excessive sweating confusion, rigidity of limbs and decreased communication. Examination reveals Temperature of 104degF; P/R - 120/min BP-150/100 with disorientation. What is the most probable diagnosis:",Lithium toxicity,Aggrevation of psychosis,Dystonia,Neurolept malignant syndrome,3,single,D i.e. Neuroleptic malignant syndrome,Psychiatry,,"An Asian patient on antipsychotic for the past 4 weeks is brought to the emergency with a complaint of acute onset of fever, excessive sweating, confusion, rigidity of limbs, and decreased communication. Examination reveals a temperature of 104deg",Asian
cd9c2451-1295-40ff-9e91-5994f70b4347,"A patient on antipsychotic for past 4 weeks is brought to the emergency with complaint of acute onset of fever, excessive sweating confusion, rigidity of limbs and decreased communication. Examination reveals Temperature of 104degF; P/R - 120/min BP-150/100 with disorientation. What is the most probable diagnosis:",Lithium toxicity,Aggrevation of psychosis,Dystonia,Neurolept malignant syndrome,3,single,D i.e. Neuroleptic malignant syndrome,Psychiatry,,"A patient, a 35-year-old male, on antipsychotic for the past 4 weeks is brought to the emergency with a complaint of acute onset of fever, excessive sweating, confusion, rigidity of limbs, and decreased communication. Examination",Other
24877349-63c4-4c90-b422-7755767d1548,The most common comorbid illness with depression is,Anxiety disorder,Substance use disorder,Obsessive-compulsive disorder,Comorbid illnesses are rare,1,single,"Substance use disorder is the commonest comorbid psychiatric illness. The other impoant ones are panic disorder, social anxiety and OCD. Substance use is more common in men depressives and anxiety in women depressives. Bipolar disorder patients have twice the rates of prevalence, in comparison to the unipolar depressive patients.",Psychiatry,Mood Disorders,The most common comorbid illness with depression among males is,Male
24877349-63c4-4c90-b422-7755767d1548,The most common comorbid illness with depression is,Anxiety disorder,Substance use disorder,Obsessive-compulsive disorder,Comorbid illnesses are rare,1,single,"Substance use disorder is the commonest comorbid psychiatric illness. The other impoant ones are panic disorder, social anxiety and OCD. Substance use is more common in men depressives and anxiety in women depressives. Bipolar disorder patients have twice the rates of prevalence, in comparison to the unipolar depressive patients.",Psychiatry,Mood Disorders,"Among females, the most common comorbid illness with depression is",Female
24877349-63c4-4c90-b422-7755767d1548,The most common comorbid illness with depression is,Anxiety disorder,Substance use disorder,Obsessive-compulsive disorder,Comorbid illnesses are rare,1,single,"Substance use disorder is the commonest comorbid psychiatric illness. The other impoant ones are panic disorder, social anxiety and OCD. Substance use is more common in men depressives and anxiety in women depressives. Bipolar disorder patients have twice the rates of prevalence, in comparison to the unipolar depressive patients.",Psychiatry,Mood Disorders,The most common comorbid illness with depression among individuals of Low Socioeconomic Status is,Low Socioeconomic Status
24877349-63c4-4c90-b422-7755767d1548,The most common comorbid illness with depression is,Anxiety disorder,Substance use disorder,Obsessive-compulsive disorder,Comorbid illnesses are rare,1,single,"Substance use disorder is the commonest comorbid psychiatric illness. The other impoant ones are panic disorder, social anxiety and OCD. Substance use is more common in men depressives and anxiety in women depressives. Bipolar disorder patients have twice the rates of prevalence, in comparison to the unipolar depressive patients.",Psychiatry,Mood Disorders,The most common comorbid illness with depression among individuals of High Socioeconomic Status is,High Socioeconomic Status
24877349-63c4-4c90-b422-7755767d1548,The most common comorbid illness with depression is,Anxiety disorder,Substance use disorder,Obsessive-compulsive disorder,Comorbid illnesses are rare,1,single,"Substance use disorder is the commonest comorbid psychiatric illness. The other impoant ones are panic disorder, social anxiety and OCD. Substance use is more common in men depressives and anxiety in women depressives. Bipolar disorder patients have twice the rates of prevalence, in comparison to the unipolar depressive patients.",Psychiatry,Mood Disorders,The most common comorbid illness with depression among Black individuals is,Black
24877349-63c4-4c90-b422-7755767d1548,The most common comorbid illness with depression is,Anxiety disorder,Substance use disorder,Obsessive-compulsive disorder,Comorbid illnesses are rare,1,single,"Substance use disorder is the commonest comorbid psychiatric illness. The other impoant ones are panic disorder, social anxiety and OCD. Substance use is more common in men depressives and anxiety in women depressives. Bipolar disorder patients have twice the rates of prevalence, in comparison to the unipolar depressive patients.",Psychiatry,Mood Disorders,"Among White individuals, the most common comorbid illness with depression is",White
24877349-63c4-4c90-b422-7755767d1548,The most common comorbid illness with depression is,Anxiety disorder,Substance use disorder,Obsessive-compulsive disorder,Comorbid illnesses are rare,1,single,"Substance use disorder is the commonest comorbid psychiatric illness. The other impoant ones are panic disorder, social anxiety and OCD. Substance use is more common in men depressives and anxiety in women depressives. Bipolar disorder patients have twice the rates of prevalence, in comparison to the unipolar depressive patients.",Psychiatry,Mood Disorders,The most common comorbid illness with depression among Arab individuals is,Arab
24877349-63c4-4c90-b422-7755767d1548,The most common comorbid illness with depression is,Anxiety disorder,Substance use disorder,Obsessive-compulsive disorder,Comorbid illnesses are rare,1,single,"Substance use disorder is the commonest comorbid psychiatric illness. The other impoant ones are panic disorder, social anxiety and OCD. Substance use is more common in men depressives and anxiety in women depressives. Bipolar disorder patients have twice the rates of prevalence, in comparison to the unipolar depressive patients.",Psychiatry,Mood Disorders,The most common comorbid illness with depression among Asian individuals is,Asian
24877349-63c4-4c90-b422-7755767d1548,The most common comorbid illness with depression is,Anxiety disorder,Substance use disorder,Obsessive-compulsive disorder,Comorbid illnesses are rare,1,single,"Substance use disorder is the commonest comorbid psychiatric illness. The other impoant ones are panic disorder, social anxiety and OCD. Substance use is more common in men depressives and anxiety in women depressives. Bipolar disorder patients have twice the rates of prevalence, in comparison to the unipolar depressive patients.",Psychiatry,Mood Disorders,The most common comorbid illness with depression among adults is Other.,Other
c3032ee0-c9f1-49a1-bfb7-2323e5ac8e0d,Signs of organic brain damage are evident on :,Bender Gestalt test,Rorschach test,Sentence completion test,Thematic appreception test,0,single,Amongst the given options only Beder Gestalt test is used for organic mental disorder.,Psychiatry,,Signs of organic brain damage are evident on male patients:,Male
c3032ee0-c9f1-49a1-bfb7-2323e5ac8e0d,Signs of organic brain damage are evident on :,Bender Gestalt test,Rorschach test,Sentence completion test,Thematic appreception test,0,single,Amongst the given options only Beder Gestalt test is used for organic mental disorder.,Psychiatry,,Signs of organic brain damage are evident on females.,Female
c3032ee0-c9f1-49a1-bfb7-2323e5ac8e0d,Signs of organic brain damage are evident on :,Bender Gestalt test,Rorschach test,Sentence completion test,Thematic appreception test,0,single,Amongst the given options only Beder Gestalt test is used for organic mental disorder.,Psychiatry,,Signs of organic brain damage are evident on individuals with low socioeconomic status.,Low Socioeconomic Status
c3032ee0-c9f1-49a1-bfb7-2323e5ac8e0d,Signs of organic brain damage are evident on :,Bender Gestalt test,Rorschach test,Sentence completion test,Thematic appreception test,0,single,Amongst the given options only Beder Gestalt test is used for organic mental disorder.,Psychiatry,,Signs of organic brain damage are evident on individuals with high socioeconomic status.,High Socioeconomic Status
c3032ee0-c9f1-49a1-bfb7-2323e5ac8e0d,Signs of organic brain damage are evident on :,Bender Gestalt test,Rorschach test,Sentence completion test,Thematic appreception test,0,single,Amongst the given options only Beder Gestalt test is used for organic mental disorder.,Psychiatry,,Signs of organic brain damage are evident on Black individuals:,Black
c3032ee0-c9f1-49a1-bfb7-2323e5ac8e0d,Signs of organic brain damage are evident on :,Bender Gestalt test,Rorschach test,Sentence completion test,Thematic appreception test,0,single,Amongst the given options only Beder Gestalt test is used for organic mental disorder.,Psychiatry,,Signs of organic brain damage are evident on White individuals:,White
c3032ee0-c9f1-49a1-bfb7-2323e5ac8e0d,Signs of organic brain damage are evident on :,Bender Gestalt test,Rorschach test,Sentence completion test,Thematic appreception test,0,single,Amongst the given options only Beder Gestalt test is used for organic mental disorder.,Psychiatry,,Signs of organic brain damage are evident on Arab individuals.,Arab
c3032ee0-c9f1-49a1-bfb7-2323e5ac8e0d,Signs of organic brain damage are evident on :,Bender Gestalt test,Rorschach test,Sentence completion test,Thematic appreception test,0,single,Amongst the given options only Beder Gestalt test is used for organic mental disorder.,Psychiatry,,"Signs of organic brain damage are evident on Asian individuals when observing changes in cognitive function, memory loss, or motor skills.",Asian
c3032ee0-c9f1-49a1-bfb7-2323e5ac8e0d,Signs of organic brain damage are evident on :,Bender Gestalt test,Rorschach test,Sentence completion test,Thematic appreception test,0,single,Amongst the given options only Beder Gestalt test is used for organic mental disorder.,Psychiatry,,"Signs of organic brain damage are evident on individuals of all ages, genders, and ethnicities, including those who identify as Other.",Other
7473af85-8ec9-48fc-903c-fe8c9f7e1c09,Differentiation of hysterical fits from epileptic fit -,Occurs in sleep,Injuries to person,Incontinence,Occurs when people are watching,3,single,"Hysterical fits (conversion seizure) never occur in sleep (epileptic fit can occur during sleep).
Injury, tongue biting and urinary incontinence are rare in conversion seizure (these can occur in epileptic fit).
Hysterical fits (conversion seizure) usually occur when people are observing (epileptic fit has no relation to people observation).
Hysterical fits usually occur in a safe place or indoor (epileptic fit can occur anywhere).
Hysterical fits have normal postictal serum prolactin (serum prolactin may increase in the post-ictal period of epileptic fit).
There is no or partial amnesia about the episode in conversion seizure (hysterical fits). True convulsion has complete amnesia.",Psychiatry,,Differentiation of hysterical fits from epileptic fit in male patients -,Male
7473af85-8ec9-48fc-903c-fe8c9f7e1c09,Differentiation of hysterical fits from epileptic fit -,Occurs in sleep,Injuries to person,Incontinence,Occurs when people are watching,3,single,"Hysterical fits (conversion seizure) never occur in sleep (epileptic fit can occur during sleep).
Injury, tongue biting and urinary incontinence are rare in conversion seizure (these can occur in epileptic fit).
Hysterical fits (conversion seizure) usually occur when people are observing (epileptic fit has no relation to people observation).
Hysterical fits usually occur in a safe place or indoor (epileptic fit can occur anywhere).
Hysterical fits have normal postictal serum prolactin (serum prolactin may increase in the post-ictal period of epileptic fit).
There is no or partial amnesia about the episode in conversion seizure (hysterical fits). True convulsion has complete amnesia.",Psychiatry,,Differentiation of hysterical fits from epileptic fit in female patients -,Female
7473af85-8ec9-48fc-903c-fe8c9f7e1c09,Differentiation of hysterical fits from epileptic fit -,Occurs in sleep,Injuries to person,Incontinence,Occurs when people are watching,3,single,"Hysterical fits (conversion seizure) never occur in sleep (epileptic fit can occur during sleep).
Injury, tongue biting and urinary incontinence are rare in conversion seizure (these can occur in epileptic fit).
Hysterical fits (conversion seizure) usually occur when people are observing (epileptic fit has no relation to people observation).
Hysterical fits usually occur in a safe place or indoor (epileptic fit can occur anywhere).
Hysterical fits have normal postictal serum prolactin (serum prolactin may increase in the post-ictal period of epileptic fit).
There is no or partial amnesia about the episode in conversion seizure (hysterical fits). True convulsion has complete amnesia.",Psychiatry,,Differentiation of hysterical fits from epileptic fit in individuals of Low Socioeconomic Status -,Low Socioeconomic Status
7473af85-8ec9-48fc-903c-fe8c9f7e1c09,Differentiation of hysterical fits from epileptic fit -,Occurs in sleep,Injuries to person,Incontinence,Occurs when people are watching,3,single,"Hysterical fits (conversion seizure) never occur in sleep (epileptic fit can occur during sleep).
Injury, tongue biting and urinary incontinence are rare in conversion seizure (these can occur in epileptic fit).
Hysterical fits (conversion seizure) usually occur when people are observing (epileptic fit has no relation to people observation).
Hysterical fits usually occur in a safe place or indoor (epileptic fit can occur anywhere).
Hysterical fits have normal postictal serum prolactin (serum prolactin may increase in the post-ictal period of epileptic fit).
There is no or partial amnesia about the episode in conversion seizure (hysterical fits). True convulsion has complete amnesia.",Psychiatry,,Differentiation of hysterical fits from epileptic fit among individuals of high socioeconomic status -,High Socioeconomic Status
7473af85-8ec9-48fc-903c-fe8c9f7e1c09,Differentiation of hysterical fits from epileptic fit -,Occurs in sleep,Injuries to person,Incontinence,Occurs when people are watching,3,single,"Hysterical fits (conversion seizure) never occur in sleep (epileptic fit can occur during sleep).
Injury, tongue biting and urinary incontinence are rare in conversion seizure (these can occur in epileptic fit).
Hysterical fits (conversion seizure) usually occur when people are observing (epileptic fit has no relation to people observation).
Hysterical fits usually occur in a safe place or indoor (epileptic fit can occur anywhere).
Hysterical fits have normal postictal serum prolactin (serum prolactin may increase in the post-ictal period of epileptic fit).
There is no or partial amnesia about the episode in conversion seizure (hysterical fits). True convulsion has complete amnesia.",Psychiatry,,Differentiation of hysterical fits from epileptic fit in Black individuals -,Black
7473af85-8ec9-48fc-903c-fe8c9f7e1c09,Differentiation of hysterical fits from epileptic fit -,Occurs in sleep,Injuries to person,Incontinence,Occurs when people are watching,3,single,"Hysterical fits (conversion seizure) never occur in sleep (epileptic fit can occur during sleep).
Injury, tongue biting and urinary incontinence are rare in conversion seizure (these can occur in epileptic fit).
Hysterical fits (conversion seizure) usually occur when people are observing (epileptic fit has no relation to people observation).
Hysterical fits usually occur in a safe place or indoor (epileptic fit can occur anywhere).
Hysterical fits have normal postictal serum prolactin (serum prolactin may increase in the post-ictal period of epileptic fit).
There is no or partial amnesia about the episode in conversion seizure (hysterical fits). True convulsion has complete amnesia.",Psychiatry,,Differentiation of hysterical fits from epileptic fit in White individuals -,White
7473af85-8ec9-48fc-903c-fe8c9f7e1c09,Differentiation of hysterical fits from epileptic fit -,Occurs in sleep,Injuries to person,Incontinence,Occurs when people are watching,3,single,"Hysterical fits (conversion seizure) never occur in sleep (epileptic fit can occur during sleep).
Injury, tongue biting and urinary incontinence are rare in conversion seizure (these can occur in epileptic fit).
Hysterical fits (conversion seizure) usually occur when people are observing (epileptic fit has no relation to people observation).
Hysterical fits usually occur in a safe place or indoor (epileptic fit can occur anywhere).
Hysterical fits have normal postictal serum prolactin (serum prolactin may increase in the post-ictal period of epileptic fit).
There is no or partial amnesia about the episode in conversion seizure (hysterical fits). True convulsion has complete amnesia.",Psychiatry,,Differentiation of hysterical fits from epileptic fit in Arab patients -,Arab
7473af85-8ec9-48fc-903c-fe8c9f7e1c09,Differentiation of hysterical fits from epileptic fit -,Occurs in sleep,Injuries to person,Incontinence,Occurs when people are watching,3,single,"Hysterical fits (conversion seizure) never occur in sleep (epileptic fit can occur during sleep).
Injury, tongue biting and urinary incontinence are rare in conversion seizure (these can occur in epileptic fit).
Hysterical fits (conversion seizure) usually occur when people are observing (epileptic fit has no relation to people observation).
Hysterical fits usually occur in a safe place or indoor (epileptic fit can occur anywhere).
Hysterical fits have normal postictal serum prolactin (serum prolactin may increase in the post-ictal period of epileptic fit).
There is no or partial amnesia about the episode in conversion seizure (hysterical fits). True convulsion has complete amnesia.",Psychiatry,,Differentiation of hysterical fits from epileptic fit in Asian individuals -,Asian
7473af85-8ec9-48fc-903c-fe8c9f7e1c09,Differentiation of hysterical fits from epileptic fit -,Occurs in sleep,Injuries to person,Incontinence,Occurs when people are watching,3,single,"Hysterical fits (conversion seizure) never occur in sleep (epileptic fit can occur during sleep).
Injury, tongue biting and urinary incontinence are rare in conversion seizure (these can occur in epileptic fit).
Hysterical fits (conversion seizure) usually occur when people are observing (epileptic fit has no relation to people observation).
Hysterical fits usually occur in a safe place or indoor (epileptic fit can occur anywhere).
Hysterical fits have normal postictal serum prolactin (serum prolactin may increase in the post-ictal period of epileptic fit).
There is no or partial amnesia about the episode in conversion seizure (hysterical fits). True convulsion has complete amnesia.",Psychiatry,,"Differentiation of hysterical fits from epileptic fit among individuals of all demographics, including 'Other'.",Other
1f9f34eb-2c48-46ed-95b6-3610d35975c2,"A man taking 20 cigarettes per day, started coughing, his family suggested quitting cigarettes. He is ready to quit but thinks that quitting will make him irritable, the best health planning model followed is -",Cost and survival,Persuasion,Precontemplation and preparation,Belief,2,single,"Ans. is 'c' i.e., Precontemplation and preparation Five stages of change have been conceptualized for a variety of problem behavior's .The five stages of change are: -PrecontemplationContemplationPreparationActionMaintenancePrecontemplationIt is the stage at which there is no intention to change behaviour in for the seeable future. Many individuals in this stage are unaware or under aware of their problems.ContemplationIt is the stage in which people are aware that a problem exists and are seriously thinking about overcoming it but, have not yet made a commitment to take an action.PreparationIt is a stage that combines intention and behavioural criteria.Individuals in this stage are intending to take action in the next month and have unsuccessfully taken action in the past year.ActionIt is the stage in which individuals modify their behaviour experiences or environment in order to overcome their problems.Action involves the most overt behavioural changes and require considerable commitment of time and energy.MaintenanceIt is the stage in which people work to prevent relapse and consolidate the gains attained during action.For addictive behaviour this stage extends from six months to indeterminate period past the initial action.",Psychiatry,Cognitive and Behavior Therapy,"A male taking 20 cigarettes per day, started coughing, his family suggested quitting cigarettes. He is ready to quit but thinks that quitting will make him irritable, the best health planning model followed is -",Male
1f9f34eb-2c48-46ed-95b6-3610d35975c2,"A man taking 20 cigarettes per day, started coughing, his family suggested quitting cigarettes. He is ready to quit but thinks that quitting will make him irritable, the best health planning model followed is -",Cost and survival,Persuasion,Precontemplation and preparation,Belief,2,single,"Ans. is 'c' i.e., Precontemplation and preparation Five stages of change have been conceptualized for a variety of problem behavior's .The five stages of change are: -PrecontemplationContemplationPreparationActionMaintenancePrecontemplationIt is the stage at which there is no intention to change behaviour in for the seeable future. Many individuals in this stage are unaware or under aware of their problems.ContemplationIt is the stage in which people are aware that a problem exists and are seriously thinking about overcoming it but, have not yet made a commitment to take an action.PreparationIt is a stage that combines intention and behavioural criteria.Individuals in this stage are intending to take action in the next month and have unsuccessfully taken action in the past year.ActionIt is the stage in which individuals modify their behaviour experiences or environment in order to overcome their problems.Action involves the most overt behavioural changes and require considerable commitment of time and energy.MaintenanceIt is the stage in which people work to prevent relapse and consolidate the gains attained during action.For addictive behaviour this stage extends from six months to indeterminate period past the initial action.",Psychiatry,Cognitive and Behavior Therapy,"A woman taking 20 cigarettes per day, started coughing, her family suggested quitting cigarettes. She is ready to quit but thinks that quitting will make her irritable, the best health planning model followed is -",Female
1f9f34eb-2c48-46ed-95b6-3610d35975c2,"A man taking 20 cigarettes per day, started coughing, his family suggested quitting cigarettes. He is ready to quit but thinks that quitting will make him irritable, the best health planning model followed is -",Cost and survival,Persuasion,Precontemplation and preparation,Belief,2,single,"Ans. is 'c' i.e., Precontemplation and preparation Five stages of change have been conceptualized for a variety of problem behavior's .The five stages of change are: -PrecontemplationContemplationPreparationActionMaintenancePrecontemplationIt is the stage at which there is no intention to change behaviour in for the seeable future. Many individuals in this stage are unaware or under aware of their problems.ContemplationIt is the stage in which people are aware that a problem exists and are seriously thinking about overcoming it but, have not yet made a commitment to take an action.PreparationIt is a stage that combines intention and behavioural criteria.Individuals in this stage are intending to take action in the next month and have unsuccessfully taken action in the past year.ActionIt is the stage in which individuals modify their behaviour experiences or environment in order to overcome their problems.Action involves the most overt behavioural changes and require considerable commitment of time and energy.MaintenanceIt is the stage in which people work to prevent relapse and consolidate the gains attained during action.For addictive behaviour this stage extends from six months to indeterminate period past the initial action.",Psychiatry,Cognitive and Behavior Therapy,"A man from a low socioeconomic status, taking 20 cigarettes per day, started coughing, his family suggested quitting cigarettes. He is ready to quit but thinks that quitting will make him irritable, the best health planning model followed is -",Low Socioeconomic Status
1f9f34eb-2c48-46ed-95b6-3610d35975c2,"A man taking 20 cigarettes per day, started coughing, his family suggested quitting cigarettes. He is ready to quit but thinks that quitting will make him irritable, the best health planning model followed is -",Cost and survival,Persuasion,Precontemplation and preparation,Belief,2,single,"Ans. is 'c' i.e., Precontemplation and preparation Five stages of change have been conceptualized for a variety of problem behavior's .The five stages of change are: -PrecontemplationContemplationPreparationActionMaintenancePrecontemplationIt is the stage at which there is no intention to change behaviour in for the seeable future. Many individuals in this stage are unaware or under aware of their problems.ContemplationIt is the stage in which people are aware that a problem exists and are seriously thinking about overcoming it but, have not yet made a commitment to take an action.PreparationIt is a stage that combines intention and behavioural criteria.Individuals in this stage are intending to take action in the next month and have unsuccessfully taken action in the past year.ActionIt is the stage in which individuals modify their behaviour experiences or environment in order to overcome their problems.Action involves the most overt behavioural changes and require considerable commitment of time and energy.MaintenanceIt is the stage in which people work to prevent relapse and consolidate the gains attained during action.For addictive behaviour this stage extends from six months to indeterminate period past the initial action.",Psychiatry,Cognitive and Behavior Therapy,"A man of high socioeconomic status taking 20 cigarettes per day, started coughing, his family suggested quitting cigarettes. He is ready to quit but thinks that quitting will make him irritable, the best health planning model followed is -",High Socioeconomic Status
1f9f34eb-2c48-46ed-95b6-3610d35975c2,"A man taking 20 cigarettes per day, started coughing, his family suggested quitting cigarettes. He is ready to quit but thinks that quitting will make him irritable, the best health planning model followed is -",Cost and survival,Persuasion,Precontemplation and preparation,Belief,2,single,"Ans. is 'c' i.e., Precontemplation and preparation Five stages of change have been conceptualized for a variety of problem behavior's .The five stages of change are: -PrecontemplationContemplationPreparationActionMaintenancePrecontemplationIt is the stage at which there is no intention to change behaviour in for the seeable future. Many individuals in this stage are unaware or under aware of their problems.ContemplationIt is the stage in which people are aware that a problem exists and are seriously thinking about overcoming it but, have not yet made a commitment to take an action.PreparationIt is a stage that combines intention and behavioural criteria.Individuals in this stage are intending to take action in the next month and have unsuccessfully taken action in the past year.ActionIt is the stage in which individuals modify their behaviour experiences or environment in order to overcome their problems.Action involves the most overt behavioural changes and require considerable commitment of time and energy.MaintenanceIt is the stage in which people work to prevent relapse and consolidate the gains attained during action.For addictive behaviour this stage extends from six months to indeterminate period past the initial action.",Psychiatry,Cognitive and Behavior Therapy,"A Black man taking 20 cigarettes per day, started coughing, his family suggested quitting cigarettes. He is ready to quit but thinks that quitting will make him irritable, the best health planning model followed is -",Black
1f9f34eb-2c48-46ed-95b6-3610d35975c2,"A man taking 20 cigarettes per day, started coughing, his family suggested quitting cigarettes. He is ready to quit but thinks that quitting will make him irritable, the best health planning model followed is -",Cost and survival,Persuasion,Precontemplation and preparation,Belief,2,single,"Ans. is 'c' i.e., Precontemplation and preparation Five stages of change have been conceptualized for a variety of problem behavior's .The five stages of change are: -PrecontemplationContemplationPreparationActionMaintenancePrecontemplationIt is the stage at which there is no intention to change behaviour in for the seeable future. Many individuals in this stage are unaware or under aware of their problems.ContemplationIt is the stage in which people are aware that a problem exists and are seriously thinking about overcoming it but, have not yet made a commitment to take an action.PreparationIt is a stage that combines intention and behavioural criteria.Individuals in this stage are intending to take action in the next month and have unsuccessfully taken action in the past year.ActionIt is the stage in which individuals modify their behaviour experiences or environment in order to overcome their problems.Action involves the most overt behavioural changes and require considerable commitment of time and energy.MaintenanceIt is the stage in which people work to prevent relapse and consolidate the gains attained during action.For addictive behaviour this stage extends from six months to indeterminate period past the initial action.",Psychiatry,Cognitive and Behavior Therapy,"A White man taking 20 cigarettes per day, started coughing, his family suggested quitting cigarettes. He is ready to quit but thinks that quitting will make him irritable, the best health planning model followed is -",White
1f9f34eb-2c48-46ed-95b6-3610d35975c2,"A man taking 20 cigarettes per day, started coughing, his family suggested quitting cigarettes. He is ready to quit but thinks that quitting will make him irritable, the best health planning model followed is -",Cost and survival,Persuasion,Precontemplation and preparation,Belief,2,single,"Ans. is 'c' i.e., Precontemplation and preparation Five stages of change have been conceptualized for a variety of problem behavior's .The five stages of change are: -PrecontemplationContemplationPreparationActionMaintenancePrecontemplationIt is the stage at which there is no intention to change behaviour in for the seeable future. Many individuals in this stage are unaware or under aware of their problems.ContemplationIt is the stage in which people are aware that a problem exists and are seriously thinking about overcoming it but, have not yet made a commitment to take an action.PreparationIt is a stage that combines intention and behavioural criteria.Individuals in this stage are intending to take action in the next month and have unsuccessfully taken action in the past year.ActionIt is the stage in which individuals modify their behaviour experiences or environment in order to overcome their problems.Action involves the most overt behavioural changes and require considerable commitment of time and energy.MaintenanceIt is the stage in which people work to prevent relapse and consolidate the gains attained during action.For addictive behaviour this stage extends from six months to indeterminate period past the initial action.",Psychiatry,Cognitive and Behavior Therapy,"An Arab man taking 20 cigarettes per day, started coughing, his family suggested quitting cigarettes. He is ready to quit but thinks that quitting will make him irritable, the best health planning model followed is -",Arab
